EmployeeID,Age,Department,Salary,YearsAtCompany,JobSatisfaction,Attrition
805,36,Sales,88604,2,4,Yes
806,41,Sales,50526,9,5,Yes
807,53,IT,43374,1,1,No
808,30,HR,65592,4,5,Yes
809,31,HR,68982,1,2,No
810,38,HR,40207,6,5,Yes
811,37,IT,75433,4,4,No
812,32,Sales,91645,5,2,Yes
813,34,IT,63197,5,1,No
814,33,Sales,73400,9,1,No
815,42,Sales,99446,1,3,Yes
816,51,IT,43083,2,2,No
817,50,Sales,69328,6,3,Yes
818,26,Sales,86479,5,2,No
819,29,HR,82891,7,2,No
820,53,Sales,60103,3,4,No
821,29,IT,79891,3,3,Yes
822,30,IT,50754,2,4,No
823,43,Sales,74447,3,2,Yes
824,32,HR,55901,1,1,No
825,40,HR,73004,5,2,Yes
826,37,Sales,47446,5,4,Yes
827,25,Sales,77211,7,3,Yes
828,46,IT,95922,4,3,No
829,44,Sales,88231,3,4,Yes
830,41,HR,69301,1,3,No
831,31,Sales,66116,8,5,Yes
832,49,IT,95251,3,1,Yes
833,37,IT,81323,2,1,Yes
834,28,IT,58752,4,1,Yes
835,28,IT,72376,3,3,No
836,30,IT,56669,1,3,Yes
837,52,Sales,72916,3,2,Yes
838,43,Sales,53395,2,2,No
839,53,Sales,60421,8,1,Yes
840,36,Sales,95701,6,5,Yes
841,46,IT,96273,9,2,Yes
842,31,HR,66342,8,2,Yes
843,51,Sales,44895,3,3,No
844,34,HR,94432,5,5,No
845,50,Sales,90164,7,1,Yes
846,43,Sales,51023,5,2,No
847,31,HR,50699,8,5,No
848,54,IT,49715,5,5,Yes
849,27,Sales,59169,1,1,No
850,37,Sales,99900,5,5,Yes
851,37,Sales,92877,4,5,No
852,42,HR,56163,6,5,No
853,52,IT,93728,3,2,No
854,54,HR,45782,5,1,Yes
855,50,HR,62641,2,5,No
856,44,IT,98945,6,5,Yes
857,52,HR,58792,6,2,Yes
858,32,IT,89492,5,1,No
859,53,Sales,75585,6,3,Yes
860,33,IT,70682,7,2,No
861,31,Sales,87864,5,1,Yes
862,25,HR,58880,1,5,Yes
863,27,HR,95114,8,1,No
864,37,Sales,78067,4,1,No
865,52,HR,82685,9,1,No
866,54,IT,96726,6,3,No
867,49,Sales,58073,1,1,Yes
868,52,HR,76035,3,3,Yes
869,41,Sales,77174,3,5,Yes
870,49,IT,64837,4,3,No
871,48,IT,57826,6,5,Yes
872,25,HR,64981,7,5,No
873,30,IT,50382,4,3,Yes
874,45,Sales,44437,6,2,No
875,30,IT,45435,1,4,Yes
876,50,Sales,64819,8,1,Yes
877,36,Sales,76875,7,4,No
878,37,IT,71982,9,1,Yes
879,37,HR,73328,3,1,No
880,53,IT,52329,2,5,Yes
881,39,Sales,65169,1,1,Yes
882,45,Sales,61932,3,1,No
883,40,IT,74594,5,3,No
884,46,HR,51421,2,4,Yes
885,45,HR,85033,3,3,Yes
886,35,Sales,47629,4,1,Yes
887,52,Sales,48325,7,5,Yes
888,29,HR,92290,3,3,Yes
889,28,IT,68495,9,3,Yes
890,27,Sales,71750,8,2,No
891,43,Sales,69619,4,1,No
892,44,HR,80461,1,5,No
893,49,IT,48264,1,3,Yes
894,42,HR,52686,1,3,Yes
895,39,IT,86484,1,5,Yes
896,33,IT,64226,8,1,No
897,41,IT,46721,3,2,No
898,38,Sales,96154,6,3,Yes
899,39,HR,60609,3,2,Yes
900,25,HR,92130,5,4,No
901,45,IT,47373,7,1,No
902,46,Sales,78675,2,4,No
903,46,Sales,95249,6,4,Yes
904,27,HR,88895,6,4,Yes
905,40,Sales,68937,3,1,Yes
906,47,Sales,45656,6,1,No
907,49,IT,99329,5,5,No
908,35,Sales,48984,2,2,Yes
909,36,IT,69984,9,2,Yes
910,34,HR,93411,8,5,No
911,40,Sales,48286,3,5,Yes
912,32,HR,45901,8,4,No
913,30,HR,71552,9,5,No
914,36,Sales,65709,3,3,Yes
915,48,Sales,71055,3,2,No
916,52,HR,77685,2,5,Yes
917,45,Sales,48429,8,3,No
918,32,IT,54716,1,3,No
919,50,IT,88563,8,3,Yes
920,52,Sales,51138,7,3,No
921,28,HR,75298,7,4,Yes
922,50,Sales,91112,3,3,Yes
923,32,Sales,63429,1,4,No
924,50,HR,90200,4,4,Yes
925,52,HR,45772,9,3,Yes
926,42,IT,88244,5,2,Yes
927,52,HR,91681,1,3,Yes
928,52,IT,88519,5,3,Yes
929,29,HR,75732,8,3,Yes
930,33,Sales,79905,8,2,No
931,28,IT,57347,5,1,Yes
932,51,IT,56920,9,1,No
933,46,IT,71822,1,4,No
934,41,Sales,86659,4,4,Yes
935,33,Sales,80108,3,2,No
936,25,Sales,63563,2,5,No
937,45,Sales,47967,8,1,Yes
938,44,Sales,85183,7,4,Yes
939,37,IT,51871,9,1,Yes
940,52,Sales,68763,2,2,No
941,40,IT,51916,4,2,No
942,53,Sales,48734,6,5,Yes
943,37,HR,73613,3,5,Yes
944,38,IT,68179,8,2,No
945,27,HR,94929,3,4,No
946,53,IT,92188,2,1,No
947,30,HR,95099,3,3,No
948,42,Sales,75262,6,5,Yes
949,43,Sales,52677,2,3,No
950,29,Sales,91871,8,4,No
951,39,IT,58268,1,5,No
952,49,HR,52330,7,3,No
953,26,Sales,60733,2,4,Yes
954,34,HR,77947,6,1,Yes
955,48,HR,67286,2,4,No
956,54,Sales,46610,2,5,No
957,42,Sales,46430,8,2,Yes
958,51,HR,79922,2,1,Yes
959,37,Sales,53828,7,3,No
960,29,Sales,82913,3,5,No
961,47,Sales,71497,8,2,Yes
962,48,IT,79256,7,4,Yes
963,25,HR,93889,8,2,Yes
964,46,HR,95677,7,5,Yes
965,25,IT,76618,6,5,Yes
966,42,HR,89841,7,2,Yes
967,39,Sales,86332,5,4,No
968,41,HR,66526,7,2,Yes
969,35,Sales,94327,1,5,Yes
970,45,IT,70158,1,5,Yes
971,50,Sales,65032,9,3,Yes
972,49,HR,77846,5,3,No
973,46,HR,99474,5,1,No
974,51,HR,84936,3,5,Yes
975,51,IT,69794,5,3,No
976,41,IT,45448,3,2,No
977,37,HR,90331,9,4,No
978,25,Sales,68861,9,2,No
979,26,IT,68141,6,4,No
980,33,HR,49074,1,3,No
981,27,HR,46406,7,1,Yes
982,25,IT,71823,7,2,Yes
983,45,IT,97743,4,2,Yes
984,40,IT,63291,8,2,Yes
985,47,Sales,81568,6,4,Yes
986,30,Sales,72003,4,3,No
987,52,HR,86851,4,2,Yes
988,41,IT,74406,2,2,Yes
989,29,Sales,94823,2,1,No
990,29,IT,63312,4,1,No
991,30,HR,83108,5,3,Yes
992,27,Sales,41382,8,3,No
993,45,Sales,74171,6,5,No
994,47,Sales,81779,4,1,No
995,29,HR,43292,7,5,No
996,45,IT,81779,8,4,Yes
997,29,Sales,73187,2,5,No
998,34,HR,52411,7,2,Yes
999,34,IT,77285,2,5,Yes
1000,43,HR,92454,2,3,No
